"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PMTCBUS","198202","2.433874","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198203","2.606926","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198204","2.60736","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198205","2.485054","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198206","2.438379","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198207","2.480346","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198208","2.497944","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198209","2.434187","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198210","2.490956","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198211","2.420923","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198212","2.578628","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198213","30.17923","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198301","2.438421","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198302","2.223831","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198303","2.604959","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198304","2.385301","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198305","2.432262","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198306","2.489536","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198307","2.517064","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198308","2.606248","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198309","2.513007","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198310","2.505054","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198311","2.504586","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198312","2.776983","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198313","29.997044","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198401","2.804008","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198402","2.404095","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198403","2.684594","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198404","2.520623","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198405","2.608349","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198406","2.547346","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198407","2.589785","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198408","2.697843","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198409","2.468375","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198410","2.599145","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198411","2.521827","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198412","2.547104","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198413","30.992232","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198501","2.672391","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198502","2.419434","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198503","2.557334","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198504","2.501434","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198505","2.592054","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198506","2.503708","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198507","2.584345","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198508","2.693552","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198509","2.43853","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198510","2.647682","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198511","2.499163","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198512","2.757676","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198513","30.866482","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198601","2.680492","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198602","2.442941","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198603","2.727101","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198604","2.594758","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198605","2.696101","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198606","2.624776","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198607","2.750898","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198608","2.80541","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198609","2.586916","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198610","2.771165","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198611","2.612738","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198612","2.857621","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198613","32.150143","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198701","2.778384","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198702","2.551887","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198703","2.699987","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198704","2.674699","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198705","2.687267","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198706","2.737218","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198707","2.874513","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198708","2.746301","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198709","2.704211","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198710","2.827616","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198711","2.630898","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198712","2.905377","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198713","32.817479","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198801","2.895584","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198802","2.775957","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198803","2.949037","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198804","2.689981","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198805","2.716171","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198806","2.774459","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198807","2.804455","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198808","2.945102","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198809","2.765934","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198810","2.942807","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198811","2.850221","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198812","3.063919","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198813","34.172792","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198901","2.872847","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198902","2.697285","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198903","3.003263","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198904","2.693884","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198905","2.778194","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198906","2.849206","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198907","2.771958","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198908","2.924922","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198909","2.719971","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198910","2.896565","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198911","2.799093","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198912","3.157566","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","198913","34.163952","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199001","2.849383","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199002","2.597232","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199003","2.853453","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199004","2.714167","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199005","2.837106","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199006","2.806675","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199007","2.876087","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199008","3.040655","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199009","2.67668","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199010","2.818935","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199011","2.68843","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199012","2.742093","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199013","33.499918","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199101","2.79138","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199102","2.44256","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199103","2.697918","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199104","2.607969","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199105","2.704182","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199106","2.74008","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199107","2.837241","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199108","2.875986","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199109","2.723596","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199110","2.841013","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199111","2.686684","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199112","2.841649","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199113","32.789101","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199201","2.820735","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199202","2.612235","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199203","2.79799","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199204","2.708347","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199205","2.757921","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199206","2.749827","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199207","2.866714","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199208","2.834168","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199209","2.727759","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199210","2.900902","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199211","2.730142","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199212","2.962189","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199213","33.467661","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199301","2.650362","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199302","2.577761","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199303","2.901662","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199304","2.693385","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199305","2.739191","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199306","2.753742","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199307","2.882407","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199308","2.886391","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199309","2.845906","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199310","2.863767","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199311","2.832299","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199312","2.962001","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199313","33.587587","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199401","2.960062","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199402","2.737626","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199403","2.85541","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199404","2.808397","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199405","2.8572","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199406","2.869934","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199407","2.89421","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199408","3.00426","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199409","2.797262","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199410","2.915802","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199411","2.753775","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199412","3.000786","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199413","34.45342","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199501","2.808457","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199502","2.71362","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199503","2.875317","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199504","2.724874","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199505","2.85098","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199506","2.908882","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199507","2.839761","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199508","2.989667","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199509","2.877042","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199510","2.901343","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199511","2.846051","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199512","3.006425","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199513","34.341117","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199601","2.991233","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199602","2.851097","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199603","3.00658","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199604","2.848845","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199605","2.966258","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199606","2.899714","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199607","3.017311","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199608","3.088065","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199609","2.821743","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199610","3.165775","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199611","2.934448","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199612","2.999203","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199613","35.588927","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199701","3.037625","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199702","2.716514","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199703","2.938412","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199704","2.958492","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199705","3.019662","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199706","2.98354","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199707","3.163791","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199708","3.066138","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199709","2.961127","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199710","3.144571","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199711","2.94465","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199712","3.13188","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199713","36.065115","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199801","2.995854","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199802","2.708612","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199803","3.054294","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199804","3.044046","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199805","3.044732","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199806","3.080405","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199807","3.235903","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199808","3.208853","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199809","3.034732","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199810","3.162602","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199811","2.96771","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199812","3.183179","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199813","36.719796","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199901","3.110744","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199902","2.833787","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199903","3.20149","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199904","3.046751","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199905","3.08547","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199906","3.165625","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199907","3.261008","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199908","3.323084","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199909","3.099364","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199910","3.253606","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199911","3.025099","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199912","3.327539","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","199913","37.732135","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200001","3.080283","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200002","2.990777","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200003","3.136901","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200004","2.985218","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200005","3.232871","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200006","3.200417","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200007","3.251586","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200008","3.383328","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200009","3.17254","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200010","3.250546","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200011","3.06024","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200012","3.408174","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200013","38.151574","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200101","3.309276","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200102","2.926383","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200103","3.270197","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200104","3.144434","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200105","3.23105","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200106","3.140311","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200107","3.290953","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200108","3.333078","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200109","3.019016","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200110","3.252155","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200111","3.070881","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200112","3.095939","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200113","38.083673","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200201","3.17915","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200202","2.849592","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200203","3.212428","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200204","3.118092","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200205","3.244952","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200206","3.169198","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200207","3.305389","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200208","3.324274","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200209","3.092413","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200210","3.217291","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200211","3.158677","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200212","3.245966","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200213","38.117422","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
"PMTCBUS","200301","3.249706","3","Petroleum Consumption (Excluding Biofuels)","Quadrillion Btu"
